Run,AvgSpotLen,Bases,BioProject,BioSample,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,SRA Study,ArrayExpress-SPECIES
ERR14733665,302,15232335494,PRJEB21343,SAMEA117806056,ERX14135090,HiSeq X Ten,DN495179F:A1,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP023585,Lethrinops lethrinus
ERR14733666,302,18336873448,PRJEB21343,SAMEA117806057,ERX14135091,HiSeq X Ten,DN495179F:B1,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP023585,Lethrinops lethrinus
ERR14733667,302,15922203758,PRJEB21343,SAMEA117806058,ERX14135092,HiSeq X Ten,DN495179F:C1,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP023585,Lethrinops lethrinus
ERR14733668,302,16384550658,PRJEB21343,SAMEA117806059,ERX14135093,HiSeq X Ten,DN495179F:D1,PAIRED,RANDOM,GENOMIC,Otopharynx tetraspilus,ILLUMINA,ERP023585,Otopharynx tetraspilus
ERR14733669,302,15176051754,PRJEB21343,SAMEA117806060,ERX14135094,HiSeq X Ten,DN495179F:E1,PAIRED,RANDOM,GENOMIC,Tropheops novemfasciatus,ILLUMINA,ERP023585,Tropheops novemfasciatus
ERR14733670,302,16167274644,PRJEB21343,SAMEA117806061,ERX14135095,HiSeq X Ten,DN495179F:F1,PAIRED,RANDOM,GENOMIC,Copadichromis mloto,ILLUMINA,ERP023585,Copadichromis mloto
ERR14733671,302,16405616366,PRJEB21343,SAMEA117806062,ERX14135096,HiSeq X Ten,DN495179F:G1,PAIRED,RANDOM,GENOMIC,Copadichromis mloto,ILLUMINA,ERP023585,Copadichromis mloto
ERR14733672,302,15939834518,PRJEB21343,SAMEA117806063,ERX14135097,HiSeq X Ten,DN495179F:H1,PAIRED,RANDOM,GENOMIC,Copadichromis mloto,ILLUMINA,ERP023585,Copadichromis mloto
ERR14733673,302,16860449204,PRJEB21343,SAMEA117806088,ERX14135098,HiSeq X Ten,DN495179F:A5,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP023585,Diplotaxodon limnothrissa
ERR14733674,302,15969853620,PRJEB21343,SAMEA117806089,ERX14135099,HiSeq X Ten,DN495179F:B5,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP023585,Diplotaxodon limnothrissa
ERR14733675,302,17036897234,PRJEB21343,SAMEA117806090,ERX14135100,HiSeq X Ten,DN495179F:C5,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP023585,Diplotaxodon limnothrissa
ERR14733676,302,16367513026,PRJEB21343,SAMEA117806091,ERX14135101,HiSeq X Ten,DN495179F:D5,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP023585,Diplotaxodon limnothrissa
ERR14733677,302,15311072934,PRJEB21343,SAMEA117806092,ERX14135102,HiSeq X Ten,DN495179F:E5,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP023585,Diplotaxodon limnothrissa
ERR14733678,302,16902293418,PRJEB21343,SAMEA117806093,ERX14135103,HiSeq X Ten,DN495179F:F5,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP023585,Diplotaxodon limnothrissa
ERR14733679,302,17184482218,PRJEB21343,SAMEA117806094,ERX14135104,HiSeq X Ten,DN495179F:G5,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP023585,Diplotaxodon limnothrissa
ERR14733680,302,15966936602,PRJEB21343,SAMEA117806095,ERX14135105,HiSeq X Ten,DN495179F:H5,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP023585,Diplotaxodon limnothrissa
ERR14733681,302,15141784720,PRJEB21343,SAMEA117806105,ERX14135106,HiSeq X Ten,DN495179F:A7,PAIRED,RANDOM,GENOMIC,Copadichromis mloto,ILLUMINA,ERP023585,Copadichromis mloto
ERR14733682,302,16619007754,PRJEB21343,SAMEA117806106,ERX14135107,HiSeq X Ten,DN495179F:C7,PAIRED,RANDOM,GENOMIC,Stigmatochromis melanchros,ILLUMINA,ERP023585,Stigmatochromis melanchros
ERR14733683,302,17021074246,PRJEB21343,SAMEA117806107,ERX14135108,HiSeq X Ten,DN495179F:D7,PAIRED,RANDOM,GENOMIC,Stigmatochromis melanchros,ILLUMINA,ERP023585,Stigmatochromis melanchros
ERR14733684,302,15398371772,PRJEB21343,SAMEA117806108,ERX14135109,HiSeq X Ten,DN495179F:E7,PAIRED,RANDOM,GENOMIC,Trematocranus placodon,ILLUMINA,ERP023585,Trematocranus placodon
ERR14733685,302,19314397316,PRJEB21343,SAMEA117806109,ERX14135110,HiSeq X Ten,DN495179F:F7,PAIRED,RANDOM,GENOMIC,Lethrinops sp. 'longipinnis white lappets',ILLUMINA,ERP023585,Lethrinops sp. 'longipinnis white lappets'
ERR14733686,302,19262297786,PRJEB21343,SAMEA117806110,ERX14135111,HiSeq X Ten,DN495179F:G7,PAIRED,RANDOM,GENOMIC,Fossorochromis rostratus,ILLUMINA,ERP023585,Fossorochromis rostratus
ERR14733687,302,16029902092,PRJEB21343,SAMEA117806111,ERX14135112,HiSeq X Ten,DN495179F:H7,PAIRED,RANDOM,GENOMIC,Copadichromis chrysonotus,ILLUMINA,ERP023585,Copadichromis chrysonotus
ERR14733688,302,15694458612,PRJEB21343,SAMEA117806259,ERX14135113,HiSeq X Ten,DN495194E:A5,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP023585,Astatotilapia calliptera
ERR14733689,302,16350877054,PRJEB21343,SAMEA117806260,ERX14135114,HiSeq X Ten,DN495194E:B5,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP023585,Astatotilapia calliptera
ERR14733690,302,15764341110,PRJEB21343,SAMEA117806261,ERX14135115,HiSeq X Ten,DN495194E:C5,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP023585,Astatotilapia calliptera
ERR14733691,302,15941330928,PRJEB21343,SAMEA117806262,ERX14135116,HiSeq X Ten,DN495194E:D5,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP023585,Astatotilapia calliptera
ERR14733692,302,16069384062,PRJEB21343,SAMEA117806263,ERX14135117,HiSeq X Ten,DN495194E:E5,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP023585,Astatotilapia calliptera
ERR14733693,302,17903717264,PRJEB21343,SAMEA117806264,ERX14135118,HiSeq X Ten,DN495194E:F5,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP023585,Astatotilapia calliptera
ERR14733694,302,17211346628,PRJEB21343,SAMEA117806265,ERX14135119,HiSeq X Ten,DN495194E:G5,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP023585,Astatotilapia calliptera
ERR14733695,302,15877287902,PRJEB21343,SAMEA117806266,ERX14135120,HiSeq X Ten,DN495194E:H5,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP023585,Astatotilapia calliptera
ERR14733696,302,14952647858,PRJEB21343,SAMEA117806267,ERX14135121,HiSeq X Ten,DN495194E:A6,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP023585,Astatotilapia calliptera
ERR14733697,302,14686168192,PRJEB21343,SAMEA117806268,ERX14135122,HiSeq X Ten,DN495194E:B6,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP023585,Astatotilapia calliptera
ERR14733698,302,15201293216,PRJEB21343,SAMEA117806269,ERX14135123,HiSeq X Ten,DN495194E:C6,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP023585,Astatotilapia calliptera
ERR14733699,302,16522444764,PRJEB21343,SAMEA117806270,ERX14135124,HiSeq X Ten,DN495194E:D6,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP023585,Astatotilapia calliptera
ERR14733700,302,17710375354,PRJEB21343,SAMEA117806271,ERX14135125,HiSeq X Ten,DN495194E:E6,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP023585,Astatotilapia calliptera
ERR14733701,302,17456433520,PRJEB21343,SAMEA117806272,ERX14135126,HiSeq X Ten,DN495194E:F6,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP023585,Astatotilapia calliptera
ERR14733702,302,17628548152,PRJEB21343,SAMEA117806273,ERX14135127,HiSeq X Ten,DN495194E:G6,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP023585,Astatotilapia calliptera
ERR14733703,302,17120064712,PRJEB21343,SAMEA117806274,ERX14135128,HiSeq X Ten,DN495194E:H6,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP023585,Astatotilapia calliptera
ERR14733704,302,15173411368,PRJEB21343,SAMEA117806275,ERX14135129,HiSeq X Ten,DN495194E:A7,PAIRED,RANDOM,GENOMIC,Astatotilapia sp. 'ruaha blue 2012',ILLUMINA,ERP023585,Astatotilapia sp. 'ruaha blue 2012'
ERR14733705,302,15720446920,PRJEB21343,SAMEA117806276,ERX14135130,HiSeq X Ten,DN495194E:B7,PAIRED,RANDOM,GENOMIC,Astatotilapia sp. 'ruaha blue 2012',ILLUMINA,ERP023585,Astatotilapia sp. 'ruaha blue 2012'
ERR14733706,302,13029562594,PRJEB21343,SAMEA117806277,ERX14135131,HiSeq X Ten,DN495194E:C7,PAIRED,RANDOM,GENOMIC,Astatotilapia sp. 'ruaha blue 2012',ILLUMINA,ERP023585,Astatotilapia sp. 'ruaha blue 2012'
ERR14733707,302,16135392806,PRJEB21343,SAMEA117806278,ERX14135132,HiSeq X Ten,DN495194E:D7,PAIRED,RANDOM,GENOMIC,Astatotilapia sp. 'ruaha blue 2012',ILLUMINA,ERP023585,Astatotilapia sp. 'ruaha blue 2012'
ERR14733708,302,16808637782,PRJEB21343,SAMEA117806279,ERX14135133,HiSeq X Ten,DN495194E:E7,PAIRED,RANDOM,GENOMIC,Astatotilapia sp. 'ruaha blue 2012',ILLUMINA,ERP023585,Astatotilapia sp. 'ruaha blue 2012'
ERR14733709,302,19737731554,PRJEB21343,SAMEA117806280,ERX14135134,HiSeq X Ten,DN495194E:F7,PAIRED,RANDOM,GENOMIC,Astatotilapia sp. 'ruaha blue 2012',ILLUMINA,ERP023585,Astatotilapia sp. 'ruaha blue 2012'
ERR14733710,302,15669794876,PRJEB21343,SAMEA117806281,ERX14135135,HiSeq X Ten,DN495194E:G7,PAIRED,RANDOM,GENOMIC,Astatotilapia sp. 'ruaha blue 2012',ILLUMINA,ERP023585,Astatotilapia sp. 'ruaha blue 2012'
ERR14733711,302,15387259078,PRJEB21343,SAMEA117806282,ERX14135136,HiSeq X Ten,DN495194E:H7,PAIRED,RANDOM,GENOMIC,Astatotilapia sp. 'ruaha blue 2012',ILLUMINA,ERP023585,Astatotilapia sp. 'ruaha blue 2012'
ERR14733712,302,18344178224,PRJEB21343,SAMEA117806283,ERX14135137,HiSeq X Ten,DN495194E:A8,PAIRED,RANDOM,GENOMIC,Astatotilapia sp. 'ruaha blue 2012',ILLUMINA,ERP023585,Astatotilapia sp. 'ruaha blue 2012'
ERR14733713,302,16473603512,PRJEB21343,SAMEA117806284,ERX14135138,HiSeq X Ten,DN495194E:B8,PAIRED,RANDOM,GENOMIC,Astatotilapia sp. 'ruaha blue 2012',ILLUMINA,ERP023585,Astatotilapia sp. 'ruaha blue 2012'
ERR14733714,302,16169499478,PRJEB21343,SAMEA117806285,ERX14135139,HiSeq X Ten,DN495194E:C8,PAIRED,RANDOM,GENOMIC,Astatotilapia sp. 'ruaha blue 2012',ILLUMINA,ERP023585,Astatotilapia sp. 'ruaha blue 2012'
ERR14733715,302,12816525452,PRJEB21343,SAMEA117806286,ERX14135140,HiSeq X Ten,DN495194E:D8,PAIRED,RANDOM,GENOMIC,Astatotilapia sp. 'ruaha blue 2012',ILLUMINA,ERP023585,Astatotilapia sp. 'ruaha blue 2012'
ERR14733716,302,17662875284,PRJEB21343,SAMEA117806287,ERX14135141,HiSeq X Ten,DN495194E:E8,PAIRED,RANDOM,GENOMIC,Astatotilapia sp. 'ruaha blue 2012',ILLUMINA,ERP023585,Astatotilapia sp. 'ruaha blue 2012'
ERR14733717,302,16093917334,PRJEB21343,SAMEA117806288,ERX14135142,HiSeq X Ten,DN495194E:F8,PAIRED,RANDOM,GENOMIC,Astatotilapia sp. 'ruaha blue 2012',ILLUMINA,ERP023585,Astatotilapia sp. 'ruaha blue 2012'
ERR14733718,302,16014650790,PRJEB21343,SAMEA117806289,ERX14135143,HiSeq X Ten,DN495194E:G8,PAIRED,RANDOM,GENOMIC,Rhamphochromis sp. 'chilingali',ILLUMINA,ERP023585,Rhamphochromis sp. 'chilingali'
ERR14733719,302,16225499036,PRJEB21343,SAMEA117806290,ERX14135144,HiSeq X Ten,DN495194E:H8,PAIRED,RANDOM,GENOMIC,Rhamphochromis sp. 'chilingali',ILLUMINA,ERP023585,Rhamphochromis sp. 'chilingali'
ERR14733720,302,15528205196,PRJEB21343,SAMEA117805435,ERX14135145,HiSeq X Ten,DN495194E:A12,PAIRED,RANDOM,GENOMIC,Copadichromis jacksoni,ILLUMINA,ERP023585,Copadichromis jacksoni
ERR14733721,302,17705450942,PRJEB21343,SAMEA117805436,ERX14135146,HiSeq X Ten,DN495194E:C12,PAIRED,RANDOM,GENOMIC,Rhamphochromis woodi,ILLUMINA,ERP023585,Rhamphochromis woodi
ERR14733722,302,14591422336,PRJEB21343,SAMEA117805437,ERX14135147,HiSeq X Ten,DN495194E:E12,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'mauve',ILLUMINA,ERP023585,Tropheops sp. 'mauve'
ERR14733723,302,16379121906,PRJEB21343,SAMEA117805438,ERX14135148,HiSeq X Ten,DN495194E:F12,PAIRED,RANDOM,GENOMIC,Cynotilapia aurifrons,ILLUMINA,ERP023585,Cynotilapia aurifrons
ERR14733724,302,17912975074,PRJEB21343,SAMEA117805439,ERX14135149,HiSeq X Ten,DN495194E:G12,PAIRED,RANDOM,GENOMIC,Chindongo sp. 'elongatus ruarwe',ILLUMINA,ERP023585,Chindongo sp. 'elongatus ruarwe'
ERR14733725,302,18023511604,PRJEB21343,SAMEA117805440,ERX14135150,HiSeq X Ten,DN495194E:H12,PAIRED,RANDOM,GENOMIC,Chindongo minutus,ILLUMINA,ERP023585,Chindongo minutus
ERR14733726,302,14608311384,PRJEB21343,SAMEA117805443,ERX14135151,HiSeq X Ten,DN495191B:A1,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'band',ILLUMINA,ERP023585,Tropheops sp. 'band'
ERR14733727,302,15592016890,PRJEB21343,SAMEA117805444,ERX14135152,HiSeq X Ten,DN495191B:B1,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'olive',ILLUMINA,ERP023585,Tropheops sp. 'olive'
ERR14733728,302,16866384410,PRJEB21343,SAMEA117805445,ERX14135153,HiSeq X Ten,DN495191B:C1,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'chilumba 2023',ILLUMINA,ERP023585,Tropheops sp. 'chilumba 2023'
ERR14733729,302,16010024754,PRJEB21343,SAMEA117805446,ERX14135154,HiSeq X Ten,DN495191B:D1,PAIRED,RANDOM,GENOMIC,Labeotropheus fuelleborni,ILLUMINA,ERP023585,Labeotropheus fuelleborni
ERR14733730,302,16016480004,PRJEB21343,SAMEA117805447,ERX14135155,HiSeq X Ten,DN495191B:E1,PAIRED,RANDOM,GENOMIC,Maylandia sp. 'pearly',ILLUMINA,ERP023585,Maylandia sp. 'pearly'
ERR14733731,302,20458949230,PRJEB21343,SAMEA117805448,ERX14135156,HiSeq X Ten,DN495191B:G1,PAIRED,RANDOM,GENOMIC,Diplotaxodon longimaxilla,ILLUMINA,ERP023585,Diplotaxodon longimaxilla
ERR14733732,302,17016781014,PRJEB21343,SAMEA117805449,ERX14135157,HiSeq X Ten,DN495191B:H1,PAIRED,RANDOM,GENOMIC,Diplotaxodon sp. 'big eye black dorsal 2016',ILLUMINA,ERP023585,Diplotaxodon sp. 'big eye black dorsal 2016'
ERR14733733,302,15793650814,PRJEB21343,SAMEA117805450,ERX14135158,HiSeq X Ten,DN495191B:B2,PAIRED,RANDOM,GENOMIC,Maylandia ngarae,ILLUMINA,ERP023585,Maylandia ngarae
ERR14733734,302,14674255500,PRJEB21343,SAMEA117805451,ERX14135159,HiSeq X Ten,DN495191B:C2,PAIRED,RANDOM,GENOMIC,Diplotaxodon sp. 'big eye black dorsal 2016',ILLUMINA,ERP023585,Diplotaxodon sp. 'big eye black dorsal 2016'
ERR14733735,302,15404522304,PRJEB21343,SAMEA117805452,ERX14135160,HiSeq X Ten,DN495191B:D2,PAIRED,RANDOM,GENOMIC,Pseudotropheus crabro,ILLUMINA,ERP023585,Pseudotropheus crabro
ERR14733736,302,15293517674,PRJEB21343,SAMEA117805453,ERX14135161,HiSeq X Ten,DN495191B:E2,PAIRED,RANDOM,GENOMIC,Rhamphochromis esox,ILLUMINA,ERP023585,Rhamphochromis esox
ERR14733737,302,15511335778,PRJEB21343,SAMEA117805779,ERX14135162,HiSeq X Ten,DN495170T:A3,PAIRED,RANDOM,GENOMIC,Protomelas sp. 'chilumba 2016',ILLUMINA,ERP023585,Protomelas sp. 'chilumba 2016'
ERR14733738,302,14195225214,PRJEB21343,SAMEA117805780,ERX14135163,HiSeq X Ten,DN495170T:B3,PAIRED,RANDOM,GENOMIC,Maylandia ngarae,ILLUMINA,ERP023585,Maylandia ngarae
ERR14733739,302,15568446394,PRJEB21343,SAMEA117805781,ERX14135164,HiSeq X Ten,DN495170T:C3,PAIRED,RANDOM,GENOMIC,Maylandia ngarae,ILLUMINA,ERP023585,Maylandia ngarae
ERR14733740,302,15298139180,PRJEB21343,SAMEA117805782,ERX14135165,HiSeq X Ten,DN495170T:D3,PAIRED,RANDOM,GENOMIC,Maylandia ngarae,ILLUMINA,ERP023585,Maylandia ngarae
ERR14733741,302,16277309250,PRJEB21343,SAMEA117805783,ERX14135166,HiSeq X Ten,DN495170T:E3,PAIRED,RANDOM,GENOMIC,Maylandia ngarae,ILLUMINA,ERP023585,Maylandia ngarae
ERR14733742,302,15788000092,PRJEB21343,SAMEA117805784,ERX14135167,HiSeq X Ten,DN495170T:F3,PAIRED,RANDOM,GENOMIC,Taeniolethrinops sp. 'praeorbitalis northern Chilumba 2016',ILLUMINA,ERP023585,Taeniolethrinops sp. 'praeorbitalis northern Chilumba 2016'
ERR14733743,302,18165225708,PRJEB21343,SAMEA117805785,ERX14135168,HiSeq X Ten,DN495170T:G3,PAIRED,RANDOM,GENOMIC,Otopharynx decorus,ILLUMINA,ERP023585,Otopharynx decorus
ERR14733744,302,19537504346,PRJEB21343,SAMEA117805786,ERX14135169,HiSeq X Ten,DN495170T:H3,PAIRED,RANDOM,GENOMIC,Protomelas triaenodon,ILLUMINA,ERP023585,Protomelas triaenodon
ERR14733745,302,17158600214,PRJEB21343,SAMEA117806005,ERX14135170,HiSeq X Ten,DN495172V:A8,PAIRED,RANDOM,GENOMIC,Aulonocara sp. 'deep',ILLUMINA,ERP023585,Aulonocara sp. 'deep'
ERR14733746,302,15470567590,PRJEB21343,SAMEA117806006,ERX14135171,HiSeq X Ten,DN495172V:B8,PAIRED,RANDOM,GENOMIC,Aulonocara sp. 'minutus',ILLUMINA,ERP023585,Aulonocara sp. 'minutus'
ERR14733747,302,15953338750,PRJEB21343,SAMEA117806007,ERX14135172,HiSeq X Ten,DN495172V:C8,PAIRED,RANDOM,GENOMIC,Aulonocara sp. 'minutus',ILLUMINA,ERP023585,Aulonocara sp. 'minutus'
ERR14733748,302,16635754862,PRJEB21343,SAMEA117806008,ERX14135173,HiSeq X Ten,DN495172V:D8,PAIRED,RANDOM,GENOMIC,Aulonocara sp. 'minutus',ILLUMINA,ERP023585,Aulonocara sp. 'minutus'
ERR14733749,302,16579121406,PRJEB21343,SAMEA117806009,ERX14135174,HiSeq X Ten,DN495172V:E8,PAIRED,RANDOM,GENOMIC,Aulonocara sp. 'minutus',ILLUMINA,ERP023585,Aulonocara sp. 'minutus'
ERR14733750,302,19107092134,PRJEB21343,SAMEA117806010,ERX14135175,HiSeq X Ten,DN495172V:F8,PAIRED,RANDOM,GENOMIC,Aulonocara sp. 'minutus',ILLUMINA,ERP023585,Aulonocara sp. 'minutus'
ERR14733751,302,16993569596,PRJEB21343,SAMEA117806011,ERX14135176,HiSeq X Ten,DN495172V:G8,PAIRED,RANDOM,GENOMIC,Aulonocara sp. 'minutus',ILLUMINA,ERP023585,Aulonocara sp. 'minutus'
ERR14733752,302,14524298608,PRJEB21343,SAMEA117806012,ERX14135177,HiSeq X Ten,DN495172V:H8,PAIRED,RANDOM,GENOMIC,Aulonocara sp. 'minutus',ILLUMINA,ERP023585,Aulonocara sp. 'minutus'
ERR14733753,302,15954810698,PRJEB21343,SAMEA117805904,ERX14135178,HiSeq X Ten,DN495173W:A6,PAIRED,RANDOM,GENOMIC,Alticorpus peterdaviesi,ILLUMINA,ERP023585,Alticorpus peterdaviesi
ERR14733754,302,15329055222,PRJEB21343,SAMEA117805905,ERX14135179,HiSeq X Ten,DN495173W:B6,PAIRED,RANDOM,GENOMIC,Alticorpus peterdaviesi,ILLUMINA,ERP023585,Alticorpus peterdaviesi
ERR14733755,302,16081464666,PRJEB21343,SAMEA117805906,ERX14135180,HiSeq X Ten,DN495173W:C6,PAIRED,RANDOM,GENOMIC,Alticorpus geoffreyi,ILLUMINA,ERP023585,Alticorpus geoffreyi
ERR14733756,302,17043461808,PRJEB21343,SAMEA117805907,ERX14135181,HiSeq X Ten,DN495173W:D6,PAIRED,RANDOM,GENOMIC,Alticorpus geoffreyi,ILLUMINA,ERP023585,Alticorpus geoffreyi
ERR14733757,302,17365748658,PRJEB21343,SAMEA117805908,ERX14135182,HiSeq X Ten,DN495173W:E6,PAIRED,RANDOM,GENOMIC,Alticorpus geoffreyi,ILLUMINA,ERP023585,Alticorpus geoffreyi
ERR14733758,302,17768312846,PRJEB21343,SAMEA117805909,ERX14135183,HiSeq X Ten,DN495173W:F6,PAIRED,RANDOM,GENOMIC,Alticorpus peterdaviesi,ILLUMINA,ERP023585,Alticorpus peterdaviesi
ERR14733759,302,17501152170,PRJEB21343,SAMEA117805910,ERX14135184,HiSeq X Ten,DN495173W:G6,PAIRED,RANDOM,GENOMIC,Alticorpus peterdaviesi,ILLUMINA,ERP023585,Alticorpus peterdaviesi
ERR14733760,302,16505520382,PRJEB21343,SAMEA117805911,ERX14135185,HiSeq X Ten,DN495173W:H6,PAIRED,RANDOM,GENOMIC,Alticorpus geoffreyi,ILLUMINA,ERP023585,Alticorpus geoffreyi
ERR14733761,302,17273045530,PRJEB21343,SAMEA117805920,ERX14135186,HiSeq X Ten,DN495173W:A8,PAIRED,RANDOM,GENOMIC,Aulonocara sp. 'malembo orange 2016',ILLUMINA,ERP023585,Aulonocara sp. 'malembo orange 2016'
ERR14733762,302,16051295168,PRJEB21343,SAMEA117805921,ERX14135187,HiSeq X Ten,DN495173W:B8,PAIRED,RANDOM,GENOMIC,Aulonocara sp. 'malembo orange 2016',ILLUMINA,ERP023585,Aulonocara sp. 'malembo orange 2016'
ERR14733763,302,16438516850,PRJEB21343,SAMEA117805922,ERX14135188,HiSeq X Ten,DN495173W:C8,PAIRED,RANDOM,GENOMIC,Aulonocara sp. 'malembo orange 2016',ILLUMINA,ERP023585,Aulonocara sp. 'malembo orange 2016'
ERR14733764,302,16347122590,PRJEB21343,SAMEA117805923,ERX14135189,HiSeq X Ten,DN495173W:D8,PAIRED,RANDOM,GENOMIC,Otopharynx panniculus,ILLUMINA,ERP023585,Otopharynx panniculus
ERR14733765,302,16863011976,PRJEB21343,SAMEA117805924,ERX14135190,HiSeq X Ten,DN495173W:E8,PAIRED,RANDOM,GENOMIC,Placidochromis obscurus,ILLUMINA,ERP023585,Placidochromis obscurus
ERR14733766,302,17284885138,PRJEB21343,SAMEA117805925,ERX14135191,HiSeq X Ten,DN495173W:F8,PAIRED,RANDOM,GENOMIC,Aulonocara sp. 'malembo orange 2016',ILLUMINA,ERP023585,Aulonocara sp. 'malembo orange 2016'
ERR14733767,302,16850737488,PRJEB21343,SAMEA117805926,ERX14135192,HiSeq X Ten,DN495173W:G8,PAIRED,RANDOM,GENOMIC,Aulonocara sp. 'malembo orange 2016',ILLUMINA,ERP023585,Aulonocara sp. 'malembo orange 2016'
ERR14733768,302,15185171550,PRJEB21343,SAMEA117805927,ERX14135193,HiSeq X Ten,DN495173W:H8,PAIRED,RANDOM,GENOMIC,Aulonocara sp. 'malembo orange 2016',ILLUMINA,ERP023585,Aulonocara sp. 'malembo orange 2016'
ERR14733769,302,17678664750,PRJEB21343,SAMEA117806042,ERX14135194,HiSeq X Ten,DN495173W:B11,PAIRED,RANDOM,GENOMIC,Protomelas kirkii,ILLUMINA,ERP023585,Protomelas kirkii
ERR14733770,302,15556205730,PRJEB21343,SAMEA117806043,ERX14135195,HiSeq X Ten,DN495173W:C11,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP023585,Astatotilapia calliptera
ERR14733771,302,17006067866,PRJEB21343,SAMEA117806044,ERX14135196,HiSeq X Ten,DN495173W:D11,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP023585,Astatotilapia calliptera
ERR14733772,302,18002800142,PRJEB21343,SAMEA117806045,ERX14135197,HiSeq X Ten,DN495173W:E11,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP023585,Astatotilapia calliptera
ERR14733773,302,17246642878,PRJEB21343,SAMEA117806046,ERX14135198,HiSeq X Ten,DN495173W:F11,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP023585,Astatotilapia calliptera
ERR14733774,302,15797085460,PRJEB21343,SAMEA117806047,ERX14135199,HiSeq X Ten,DN495173W:G11,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP023585,Astatotilapia calliptera
ERR14733775,302,16319194536,PRJEB21343,SAMEA117806048,ERX14135200,HiSeq X Ten,DN495173W:H11,PAIRED,RANDOM,GENOMIC,Tramitichromis sp. 'red gular',ILLUMINA,ERP023585,Tramitichromis sp. 'red gular'
ERR14733776,302,13024443392,PRJEB21343,SAMEA117806064,ERX14135201,HiSeq X Ten,DN495179F:A2,PAIRED,RANDOM,GENOMIC,Copadichromis mloto,ILLUMINA,ERP023585,Copadichromis mloto
ERR14733777,302,16218496260,PRJEB21343,SAMEA117806065,ERX14135202,HiSeq X Ten,DN495179F:B2,PAIRED,RANDOM,GENOMIC,Copadichromis mloto,ILLUMINA,ERP023585,Copadichromis mloto
ERR14733778,302,15317348796,PRJEB21343,SAMEA117806066,ERX14135203,HiSeq X Ten,DN495179F:C2,PAIRED,RANDOM,GENOMIC,Copadichromis mloto,ILLUMINA,ERP023585,Copadichromis mloto
ERR14733779,302,16593711932,PRJEB21343,SAMEA117806067,ERX14135204,HiSeq X Ten,DN495179F:D2,PAIRED,RANDOM,GENOMIC,Copadichromis mloto,ILLUMINA,ERP023585,Copadichromis mloto
ERR14733780,302,19032646718,PRJEB21343,SAMEA117806068,ERX14135205,HiSeq X Ten,DN495179F:E2,PAIRED,RANDOM,GENOMIC,Otopharynx tetrastigma,ILLUMINA,ERP023585,Otopharynx tetrastigma
