Index,SampleID,Organism_ad,GenomeVersion,RunIDs,Coverage,TotalReads,InversionReads,DuplicationReads,ClippedReads,ChimericReads,bwa_version,gatk_version,pysam_version,BamSize,ProjectID,UnmappedReads,DiscordantReads,File,Organism_lmf,Ecogroup
379,SAMEA2661344,Copadichromis likomae,Mzebra_UMD2a,ERR731000,7.092261515,54325887,47506,45838,1282324,961449,0.7.17,4.2.6.1,0.15.3,4632640858,PRJEB1254,215637,1048390,PRJEB1254/ERR731000.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
380,SAMEA1904837,Copadichromis likomae,Mzebra_UMD2a,ERR294659,5.879809563,56298310,153136,37953034,8782240,659469,0.7.17,4.2.6.1,0.15.3,7263426194,PRJEB1254,800318,5092384,PRJEB1254/ERR294659.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic
381,SAMEA4033291,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749530,29.13280304,184729997,300494,329738,2967276,5564168,0.7.17,4.2.6.0,0.15.3,20001269988,PRJEB15289,1009978,7822380,PRJEB15289/ERR1749530.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon
382,SAMEA2661316,Copadichromis likomae,Mzebra_UMD2a,ERR730977,6.387760593,48929493,62882,46028,1726232,1114708,0.7.17,4.2.6.1,0.15.3,3982280677,PRJEB1254,168643,1009940,PRJEB1254/ERR730977.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
383,SAMEA2661223,Copadichromis likomae,Mzebra_UMD2a,ERR702292,7.437738243,56972198,69478,55768,1412768,1273741,0.7.17,4.2.6.1,0.15.3,4883267003,PRJEB1254,232873,1284586,PRJEB1254/ERR702292.unmapped_marked_adapters.bam,Copadichromis virginalis,Utaka
384,SAMEA4032035,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749400,19.74925918,125229302,135350,153670,1561306,2441162,0.7.17,4.2.6.0,0.15.3,14144308216,PRJEB15289,560933,3628020,PRJEB15289/ERR1749400.unmapped_marked_adapters.bam,Petrotilapia genalutea,Mbuna
385,SAMEA2661248,Copadichromis likomae,Mzebra_UMD2a,ERR715500,18.33821046,140468530,195552,145564,4049323,3404458,0.7.17,4.2.6.1,0.15.3,10431927800,PRJEB1254,773624,3154680,PRJEB1254/ERR715500.unmapped_marked_adapters.bam,Aulonocara blue chilumba,Deep_Benthic
386,SAMEA4033303,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749417,29.70051926,188329864,273940,269356,2893978,5192182,0.7.17,4.2.6.0,0.15.3,19651156464,PRJEB15289,989312,6892668,PRJEB15289/ERR1749417.unmapped_marked_adapters.bam,Tyrannochromis macrostoma,Shallow_Benthic
387,SAMEA2661234,Copadichromis likomae,Mzebra_UMD2a,ERR702301,6.500890272,49796053,74620,48826,1661455,1290004,0.7.17,4.2.6.1,0.15.3,4312083153,PRJEB1254,217223,1082302,PRJEB1254/ERR702301.unmapped_marked_adapters.bam,Trematocranus placodon,Shallow_Benthic
388,SAMEA2661347,Copadichromis likomae,Mzebra_UMD2a,ERR731003,7.846980834,60106948,51506,49222,1561648,1051365,0.7.17,4.2.6.1,0.15.3,5029363435,PRJEB1254,224624,1097130,PRJEB1254/ERR731003.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
389,SAMEA4033302,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1757757,33.58432301,212956916,288934,304420,3119489,5618107,0.7.17,4.2.6.0,0.15.3,21135625989,PRJEB15289,1925987,7570134,PRJEB15289/ERR1757757.unmapped_marked_adapters.bam,Tyrannochromis macrostoma,Shallow_Benthic
390,SAMEA2661437,Copadichromis likomae,Mzebra_UMD2a,ERR702273,6.455487745,49448275,53750,48754,1046803,992802,0.7.17,4.2.6.1,0.15.3,4260415343,PRJEB1254,213811,1098688,PRJEB1254/ERR702273.unmapped_marked_adapters.bam,Astatotilapia 'Itamba yellow',Riverine
391,SAMEA2661352,Copadichromis likomae,Mzebra_UMD2a,ERR731007,7.393122412,56630446,48446,46662,1406983,981013,0.7.17,4.2.6.1,0.15.3,4941422708,PRJEB1254,208683,1030546,PRJEB1254/ERR731007.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
392,SAMEA4033252,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749407,29.65490978,188040656,207008,245496,2343147,3773402,0.7.17,4.2.6.0,0.15.3,19680284201,PRJEB15289,848411,5476248,PRJEB15289/ERR1749407.unmapped_marked_adapters.bam,Petrotilapia genalutea,Mbuna
393,SAMEA2661383,Copadichromis likomae,Mzebra_UMD2a,ERR715532,18.71634788,143365018,154018,142078,3218386,2989869,0.7.17,4.2.6.1,0.15.3,11535330510,PRJEB1254,803516,3215390,PRJEB1254/ERR715532.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC
394,SAMEA2661252,Copadichromis likomae,Mzebra_UMD2a,ERR715503,18.65955732,142930009,196032,141348,3825932,3522412,0.7.17,4.2.6.1,0.15.3,10554879766,PRJEB1254,738797,3170494,PRJEB1254/ERR715503.unmapped_marked_adapters.bam,Diplotaxodon macrops black dorsal,Diplotaxodon
395,SAMEA6147770,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR3634114,32.58743926,206635714,480348,518182,5968125,10591128,0.7.17,4.2.6.0,0.15.3,22738785845,PRJEB15289,4781848,13721314,PRJEB15289/ERR3634114.unmapped_marked_adapters.bam,Astatotilapia rufiji blue,Riverine
396,SAMEA1877503,Copadichromis likomae,Mzebra_UMD2a,"ERR266511,,ERR271672,,ERR271680",16.47686489,157763553,158410,124112,2412484,1917779,0.7.17,4.2.6.1,0.15.3,19566880784,PRJEB1254,954930,4751820,PRJEB1254/ERR266511.unmapped_marked_adapters.bam,Otopharynx tetrastigma,Shallow_Benthic
397,SAMEA2661290,Copadichromis likomae,Mzebra_UMD2a,ERR715487,5.675410986,43472979,51252,41002,1021535,923331,0.7.17,4.2.6.1,0.15.3,3707990780,PRJEB1254,204787,1010580,PRJEB1254/ERR715487.unmapped_marked_adapters.bam,Placidochromis subocularis,Shallow_Benthic
398,SAMEA4033260,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749468,36.08820539,228833939,349400,366802,3565091,6737178,0.7.17,4.2.6.0,0.15.3,23115513401,PRJEB15289,1246486,8406934,PRJEB15289/ERR1749468.unmapped_marked_adapters.bam,Copadichromis virginalis,Utaka
399,SAMEA2661261,Copadichromis likomae,Mzebra_UMD2a,ERR715512,17.457064,133719052,270064,166134,5728992,4423545,0.7.17,4.2.6.1,0.15.3,9970479100,PRJEB1254,1870616,4294682,PRJEB1254/ERR715512.unmapped_marked_adapters.bam,Fossorochromis rostratus,Shallow_Benthic
400,SAMEA4032099,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749534,36.41705691,230919174,260472,295646,2877969,4875912,0.7.17,4.2.6.0,0.15.3,23771880684,PRJEB15289,2295009,6826376,PRJEB15289/ERR1749534.unmapped_marked_adapters.bam,Gephyrochromis lawsi,Deep_Benthic
401,SAMEA3388878,Copadichromis likomae,Mzebra_UMD2a,ERR1081388,14.22410654,108954979,132978,141710,1513930,1927780,0.7.17,4.2.6.1,0.15.3,8511034097,PRJEB1254,607783,3834734,PRJEB1254/ERR1081388.unmapped_marked_adapters.bam,Astatotilapia calliptera 'Itupi',AC
402,SAMEA2661445,Copadichromis likomae,Mzebra_UMD2a,ERR702281,6.627087123,50762706,59850,44036,1358420,1080752,0.7.17,4.2.6.1,0.15.3,4435344893,PRJEB1254,201446,980096,PRJEB1254/ERR702281.unmapped_marked_adapters.bam,Astatotilapia 'Itamba yellow',Riverine
403,SAMEA4033273,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749494,34.72470944,220188063,462136,456694,4503483,8678022,0.7.17,4.2.6.0,0.15.3,22066164336,PRJEB15289,1549996,9892970,PRJEB15289/ERR1749494.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhampochromis
404,SAMEA1920091,Copadichromis likomae,Mzebra_UMD2a,"ERR315229,,ERR303341,,ERR303350,,ERR303359,,ERR303368,,ERR303377,,ERR303386,,ERR303395,,ERR303404",44.63737009,427396240,428392,336332,5960198,4720999,0.7.17,4.2.6.1,0.15.3,54539715245,PRJEB1254,2912341,12656250,PRJEB1254/ERR315229.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC
405,SAMEA4051560,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1743783,28.30673343,179491921,256834,281392,2775346,5010819,0.7.17,4.2.6.0,0.15.3,18172658449,PRJEB15289,963002,6720094,PRJEB15289/ERR1743783.unmapped_marked_adapters.bam,Lethrinops gossei,Deep_Benthic
406,SAMEA2661236,Copadichromis likomae,Mzebra_UMD2a,ERR702303,6.767338107,51837012,82852,51630,1677180,1368240,0.7.17,4.2.6.1,0.15.3,4462244847,PRJEB1254,212126,1130202,PRJEB1254/ERR702303.unmapped_marked_adapters.bam,Trematocranus placodon,Shallow_Benthic
407,SAMEA2661438,Copadichromis likomae,Mzebra_UMD2a,ERR702274,6.609626018,50628956,48454,46432,919875,892805,0.7.17,4.2.6.1,0.15.3,4391579337,PRJEB1254,236251,1147456,PRJEB1254/ERR702274.unmapped_marked_adapters.bam,Astatotilapia 'Itamba yellow',Riverine
408,SAMEA4033267,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749482,31.8386371,201887588,290316,312490,2995794,5365194,0.7.17,4.2.6.0,0.15.3,20510705306,PRJEB15289,1370590,7510054,PRJEB15289/ERR1749482.unmapped_marked_adapters.bam,Protomelas ornatus,Shallow_Benthic
409,SAMEA2661386,Copadichromis likomae,Mzebra_UMD2a,ERR715535,20.54297756,157356786,179930,153134,3324221,3263705,0.7.17,4.2.6.1,0.15.3,12806450173,PRJEB1254,2643686,3652888,PRJEB1254/ERR715535.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC
410,SAMEA4032115,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749435,31.62352621,200523578,327250,315536,3256247,6120825,0.7.17,4.2.6.0,0.15.3,20273899511,PRJEB15289,1040599,7301768,PRJEB15289/ERR1749435.unmapped_marked_adapters.bam,Taeniolethrinops furcicauda yellow,Shallow_Benthic
411,SAMEA2661391,Copadichromis likomae,Mzebra_UMD2a,ERR715540,22.62365985,173294567,197004,156320,4404038,3481197,0.7.17,4.2.6.1,0.15.3,13948918145,PRJEB1254,910082,3503416,PRJEB1254/ERR715540.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC
412,SAMEA4033298,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749542,34.15715533,216589224,243180,277104,2677207,4530887,0.7.17,4.2.6.0,0.15.3,22493283463,PRJEB15289,937561,6690810,PRJEB15289/ERR1749542.unmapped_marked_adapters.bam,Labeotropheus trewavasae,Shallow_Benthic
413,SAMEA2661369,Copadichromis likomae,Mzebra_UMD2a,ERR731021,7.81697032,59877071,54028,48596,1489045,1092101,0.7.17,4.2.6.1,0.15.3,5123280917,PRJEB1254,214517,1070026,PRJEB1254/ERR731021.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
414,SAMEA4032055,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749485,34.6229662,219542913,322870,322100,3284818,6089342,0.7.17,4.2.6.0,0.15.3,21696477163,PRJEB15289,1129096,7976522,PRJEB15289/ERR1749485.unmapped_marked_adapters.bam,Protomelas ornatus,Shallow_Benthic
415,SAMEA3388865,Copadichromis likomae,Mzebra_UMD2a,ERR1081377,16.16834129,123847588,394904,305218,6360520,6381008,0.7.17,4.2.6.1,0.15.3,11200398761,PRJEB1254,1733598,12041556,PRJEB1254/ERR1081377.unmapped_marked_adapters.bam,Serranochromis robustus,Riverine
416,SAMEA4033294,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749535,31.9626902,202674204,229842,271594,2541425,4225238,0.7.17,4.2.6.0,0.15.3,21106170949,PRJEB15289,948458,6081574,PRJEB15289/ERR1749535.unmapped_marked_adapters.bam,Melanochromis auratus,Mbuna
417,SAMEA2661340,Copadichromis likomae,Mzebra_UMD2a,ERR755300,6.671336629,51101652,48612,46402,884690,893403,0.7.17,4.2.6.1,0.15.3,4576128851,PRJEB1254,222262,1086526,PRJEB1254/ERR755300.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
418,SAMEA2661232,Copadichromis likomae,Mzebra_UMD2a,ERR702299,6.063929499,46448985,67272,44004,1329810,1153607,0.7.17,4.2.6.1,0.15.3,4065366803,PRJEB1254,245579,1020500,PRJEB1254/ERR702299.unmapped_marked_adapters.bam,Ctenopharynx intermedius,Shallow_Benthic
419,SAMEA4033315,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749437,38.76654284,245817175,388708,382510,3858300,7352615,0.7.17,4.2.6.0,0.15.3,24813601327,PRJEB15289,1409924,8956986,PRJEB15289/ERR1749437.unmapped_marked_adapters.bam,Lethrinops longipinnis,Deep_Benthic
420,SAMEA2661254,Copadichromis likomae,Mzebra_UMD2a,ERR715505,17.22017968,131904546,147488,126558,2677120,2708550,0.7.17,4.2.6.1,0.15.3,9460632856,PRJEB1254,682901,3250812,PRJEB1254/ERR715505.unmapped_marked_adapters.bam,Copadichromis borleyi,Shallow_Benthic
421,SAMEA2661273,Copadichromis likomae,Mzebra_UMD2a,ERR715520,16.35370302,125267437,139362,117466,2740712,2499282,0.7.17,4.2.6.1,0.15.3,10332341324,PRJEB1254,525299,2741612,PRJEB1254/ERR715520.unmapped_marked_adapters.bam,Serranochromis robustus,Riverine
422,SAMEA4032128,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749448,40.70611242,258115912,269548,336438,2800257,4896182,0.7.17,4.2.6.0,0.15.3,24387159210,PRJEB15289,1326398,6772510,PRJEB15289/ERR1749448.unmapped_marked_adapters.bam,Maylandia fainzilberi,Mbuna
423,SAMEA1877436,Copadichromis likomae,Mzebra_UMD2a,"ERR266457,,ERR266473,,ERR266481",15.56096944,148993989,175656,121474,2189147,1738944,0.7.17,4.2.6.1,0.15.3,18322926418,PRJEB1254,885238,5171446,PRJEB1254/ERR266457.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine
424,SAMEA2661327,Copadichromis likomae,Mzebra_UMD2a,ERR730986,7.284880015,55801322,54178,47066,1299576,1051367,0.7.17,4.2.6.1,0.15.3,4827275163,PRJEB1254,207729,1012528,PRJEB1254/ERR730986.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
425,SAMEA3388862,Copadichromis likomae,Mzebra_UMD2a,ERR1081374,14.76335909,113085590,184496,169090,1750348,2380580,0.7.17,4.2.6.1,0.15.3,9111447730,PRJEB1254,723777,4609916,PRJEB1254/ERR1081374.unmapped_marked_adapters.bam,Mylochromis ericotaenia,Shallow_Benthic
426,SAMEA2661342,Copadichromis likomae,Mzebra_UMD2a,ERR730998,8.309946707,63653212,63182,58108,1309844,1168064,0.7.17,4.2.6.1,0.15.3,5274423129,PRJEB1254,264572,1427066,PRJEB1254/ERR730998.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
427,SAMEA4033338,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1743778,31.3956529,199078642,702540,548240,11603228,16258731,0.7.17,4.2.6.0,0.15.3,23302021999,PRJEB15289,3085930,20262230,PRJEB15289/ERR1743778.unmapped_marked_adapters.bam,Ctenochromis pectoralis,Riverine
428,SAMEA2661247,Copadichromis likomae,Mzebra_UMD2a,ERR715499,18.442534,141267636,219354,135672,7946226,3486648,0.7.17,4.2.6.1,0.15.3,10070217692,PRJEB1254,504983,2580370,PRJEB1254/ERR715499.unmapped_marked_adapters.bam,Aulonocara gold,Deep_Benthic
429,SAMEA4033301,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749548,33.29316593,211110700,343618,310630,3419153,6471427,0.7.17,4.2.6.0,0.15.3,20705750234,PRJEB15289,1176039,7752948,PRJEB15289/ERR1749548.unmapped_marked_adapters.bam,Tyrannochromis nigriventer,Shallow_Benthic
430,SAMEA1877484,Copadichromis likomae,Mzebra_UMD2a,"ERR266513,,ERR271674,,ERR271682",16.00060138,153203400,185188,137398,2503935,2094451,0.7.17,4.2.6.1,0.15.3,18976463594,PRJEB1254,921192,5045132,PRJEB1254/ERR266513.unmapped_marked_adapters.bam,Lethrinops gossei,Deep_Benthic
431,SAMEA4033308,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749426,26.69770454,169289130,251082,265312,2608335,4571900,0.7.17,4.2.6.0,0.15.3,17812828382,PRJEB15289,868221,6236060,PRJEB15289/ERR1749426.unmapped_marked_adapters.bam,Dimidiochromis kiwinge,Shallow_Benthic
432,SAMEA6147774,Copadichromis likomae,Mzebra_UMD2a,ERR3634106,15.84406803,121363693,197686,197734,1900895,2753385,0.7.17,4.2.6.1,0.15.3,10154849121,PRJEB1254,791466,5444312,PRJEB1254/ERR3634106.unmapped_marked_adapters.bam,Diplotaxodon ngulube,Diplotaxodon
433,SAMEA2661320,Copadichromis likomae,Mzebra_UMD2a,ERR730980,5.319173257,40744240,44416,33940,1049619,834524,0.7.17,4.2.6.1,0.15.3,3439655356,PRJEB1254,138497,766510,PRJEB1254/ERR730980.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
434,SAMEA2661330,Copadichromis likomae,Mzebra_UMD2a,ERR730988,7.266895926,55663566,50914,46712,1252152,994052,0.7.17,4.2.6.1,0.15.3,4848943179,PRJEB1254,218437,1060894,PRJEB1254/ERR730988.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
435,SAMEA4032113,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749430,32.56196852,206474205,315716,331050,3203802,5791011,0.7.17,4.2.6.0,0.15.3,21778796282,PRJEB15289,1167487,7671558,PRJEB15289/ERR1749430.unmapped_marked_adapters.bam,Mylochromis anaphyrmus,Shallow_Benthic
436,SAMEA2661313,Copadichromis likomae,Mzebra_UMD2a,ERR730976,5.922928504,45368934,54920,41136,1432408,1002125,0.7.17,4.2.6.1,0.15.3,3760570414,PRJEB1254,160013,901946,PRJEB1254/ERR730976.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
437,SAMEA4033304,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749418,31.86336206,202044368,303046,321178,3182789,5841220,0.7.17,4.2.6.0,0.15.3,20783331908,PRJEB15289,1189445,7758746,PRJEB15289/ERR1749418.unmapped_marked_adapters.bam,Buccochromis nototaenia,Shallow_Benthic
438,SAMEA2661387,Copadichromis likomae,Mzebra_UMD2a,ERR715536,19.43464718,148867106,154266,145772,2726545,2995666,0.7.17,4.2.6.1,0.15.3,12058864681,PRJEB1254,661713,3663030,PRJEB1254/ERR715536.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC
439,SAMEA2661421,Copadichromis likomae,Mzebra_UMD2a,ERR702257,6.789552678,52007173,47422,44664,894361,899156,0.7.17,4.2.6.1,0.15.3,4507648405,PRJEB1254,244747,1146514,PRJEB1254/ERR702257.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine
440,SAMEA4033319,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1757753,44.91307612,284792109,591070,512032,5087848,10980757,0.7.17,4.2.6.0,0.15.3,27001172006,PRJEB15289,1525588,12748356,PRJEB15289/ERR1757753.unmapped_marked_adapters.bam,Diplotaxodon similis large,Diplotaxodon
441,SAMEA1877494,Copadichromis likomae,Mzebra_UMD2a,"ERR266451,,ERR266467,,ERR266475",18.59103717,178006441,193064,147174,2526570,2004308,0.7.17,4.2.6.1,0.15.3,21715968906,PRJEB1254,966528,5912208,PRJEB1254/ERR266451.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine
442,SAMEA3388870,Copadichromis likomae,Mzebra_UMD2a,ERR1081380,16.75097964,128310529,258964,191322,2288370,3502466,0.7.17,4.2.6.1,0.15.3,10338831932,PRJEB1254,1164336,4924744,PRJEB1254/ERR1081380.unmapped_marked_adapters.bam,Dimidiochromis strigatus,Diplotaxodon
443,SAMEA4033305,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749420,34.72065469,220162352,306994,326102,3239849,5771775,0.7.17,4.2.6.0,0.15.3,22554138044,PRJEB15289,1410203,7993356,PRJEB15289/ERR1749420.unmapped_marked_adapters.bam,Buccochromis nototaenia,Shallow_Benthic
444,SAMEA1877402,Copadichromis likomae,Mzebra_UMD2a,"ERR266508,,ERR271669,,ERR271677",12.32931489,118051373,106974,95130,1683394,1321218,0.7.17,4.2.6.1,0.15.3,14906329233,PRJEB1254,753365,3476746,PRJEB1254/ERR266508.unmapped_marked_adapters.bam,Astatotilapia Massoko Yellow Calliptera,Riverine
445,SAMEA2661398,Copadichromis likomae,Mzebra_UMD2a,ERR702236,7.503341211,57474709,67732,51028,1369571,1168287,0.7.17,4.2.6.1,0.15.3,14651132008,PRJEB1254,224919,1227108,PRJEB1254/ERR702236.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine
446,SAMEA4033254,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749411,34.98172202,221817770,329460,342154,3580665,6280292,0.7.17,4.2.6.0,0.15.3,22723147536,PRJEB15289,1280160,8114626,PRJEB15289/ERR1749411.unmapped_marked_adapters.bam,Trematocranus placodon,Shallow_Benthic
447,SAMEA1877451,Copadichromis likomae,Mzebra_UMD2a,"ERR266503,,ERR271656,,ERR271664",15.97137743,152923585,186996,140308,2451569,2155251,0.7.17,4.2.6.1,0.15.3,18851061231,PRJEB1254,861158,6400316,PRJEB1254/ERR266503.unmapped_marked_adapters.bam,Placidochromis johnstoni,Shallow_Benthic
448,SAMEA4032067,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749505,36.29487387,230144416,229744,295146,2515876,4218432,0.7.17,4.2.6.0,0.15.3,22353618882,PRJEB15289,1208427,6353414,PRJEB15289/ERR1749505.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna
449,SAMEA2661417,Copadichromis likomae,Mzebra_UMD2a,ERR702253,8.050777444,61668006,55790,53298,1103984,1072307,0.7.17,4.2.6.1,0.15.3,5182999738,PRJEB1254,287553,1348660,PRJEB1254/ERR702253.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine
450,SAMEA2661435,Copadichromis likomae,Mzebra_UMD2a,ERR702271,6.45145374,49417375,50824,46758,1041324,936348,0.7.17,4.2.6.1,0.15.3,4284988003,PRJEB1254,263336,1088524,PRJEB1254/ERR702271.unmapped_marked_adapters.bam,Astatotilapia 'Itamba yellow',Riverine
451,SAMEA2661283,Copadichromis likomae,Mzebra_UMD2a,ERR715482,5.742629906,43987868,65632,43756,1276105,1117909,0.7.17,4.2.6.1,0.15.3,3716512341,PRJEB1254,267048,974538,PRJEB1254/ERR715482.unmapped_marked_adapters.bam,Copadichromis virginalis (Lake Malombe dwarf),Utaka
452,SAMEA4032137,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1822247,32.02994893,203100689,335412,353248,3002767,6155878,0.7.17,4.2.6.0,0.15.3,21093243691,PRJEB15289,1024708,8797614,PRJEB15289/ERR1822247.unmapped_marked_adapters.bam,Diplotaxodon similis,Diplotaxodon
453,SAMEA2661307,Copadichromis likomae,Mzebra_UMD2a,ERR730972,7.331375639,56157473,56658,46310,1465893,1071933,0.7.17,4.2.6.1,0.15.3,5091546481,PRJEB1254,235479,983784,PRJEB1254/ERR730972.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
454,SAMEA4032111,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749425,33.10754457,209933682,289078,315478,3133162,5459440,0.7.17,4.2.6.0,0.15.3,21595235858,PRJEB15289,2121219,7468564,PRJEB15289/ERR1749425.unmapped_marked_adapters.bam,Dimidiochromis kiwinge,Shallow_Benthic
455,SAMEA2661278,Copadichromis likomae,Mzebra_UMD2a,ERR715524,16.3461721,125209751,135290,119160,2704790,2681356,0.7.17,4.2.6.1,0.15.3,10236092180,PRJEB1254,517473,2908232,PRJEB1254/ERR715524.unmapped_marked_adapters.bam,Placidochromis longimanus,Shallow_Benthic
456,SAMEA1904327,Copadichromis likomae,Mzebra_UMD2a,"ERR299199,,ERR299208,,ERR295125",14.46941561,138542522,113732,96016,1910390,1493493,0.7.17,4.2.6.1,0.15.3,18367909405,PRJEB1254,1658770,2970378,PRJEB1254/ERR299199.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC
457,SAMEA4033288,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749524,32.63614291,206944542,371100,382564,3699838,7060986,0.7.17,4.2.6.0,0.15.3,20474094719,PRJEB15289,1020485,8831708,PRJEB15289/ERR1749524.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon
458,SAMEA3388876,Copadichromis likomae,Mzebra_UMD2a,ERR1081386,14.90004645,114132599,148998,158434,1589141,2032815,0.7.17,4.2.6.1,0.15.3,8906840919,PRJEB1254,630316,4293710,PRJEB1254/ERR1081386.unmapped_marked_adapters.bam,Astatotilapia calliptera 'Itupi',AC
459,SAMEA4032107,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749416,28.44514476,180369582,253866,263930,2728595,4836199,0.7.17,4.2.6.0,0.15.3,19016009504,PRJEB15289,983734,6566630,PRJEB15289/ERR1749416.unmapped_marked_adapters.bam,Tyrannochromis macrostoma,Shallow_Benthic
460,SAMEA1877442,Copadichromis likomae,Mzebra_UMD2a,"ERR266459,,ERR266483,,ERR266491",14.44565086,138314978,131688,104824,1967113,1561221,0.7.17,4.2.6.1,0.15.3,16946740043,PRJEB1254,871676,3781790,PRJEB1254/ERR266459.unmapped_marked_adapters.bam,Astatotilapia Massoko Yellow Calliptera,Riverine
461,SAMEA4032054,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749483,35.64185813,226003668,310344,342076,3325900,5965536,0.7.17,4.2.6.0,0.15.3,22337407770,PRJEB15289,1445266,8122614,PRJEB15289/ERR1749483.unmapped_marked_adapters.bam,Protomelas ornatus,Shallow_Benthic
462,SAMEA2661293,Copadichromis likomae,Mzebra_UMD2a,ERR715527,14.51054972,111149100,106800,101048,1947201,1978191,0.7.17,4.2.6.1,0.15.3,9308840270,PRJEB1254,486017,2526668,PRJEB1254/ERR715527.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC
463,SAMEA2661413,Copadichromis likomae,Mzebra_UMD2a,ERR702250,7.628748755,58435316,56160,54708,1058928,1043096,0.7.17,4.2.6.1,0.15.3,4948992350,PRJEB1254,245688,1300858,PRJEB1254/ERR702250.unmapped_marked_adapters.bam,Astatotilapia 'Massoko small yellow',Riverine
464,SAMEA2661322,Copadichromis likomae,Mzebra_UMD2a,ERR730982,5.388612446,41276136,39980,34390,937642,802342,0.7.17,4.2.6.1,0.15.3,3473645371,PRJEB1254,144831,801356,PRJEB1254/ERR730982.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
465,SAMEA4033270,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749488,35.25525275,223552218,362470,398140,3508858,6917036,0.7.17,4.2.6.0,0.15.3,22003609745,PRJEB15289,1681966,9388898,PRJEB15289/ERR1749488.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhampochromis
466,SAMEA2661414,Copadichromis likomae,Mzebra_UMD2a,ERR702251,7.429113045,56906130,64100,56878,1154932,1118185,0.7.17,4.2.6.1,0.15.3,4849282014,PRJEB1254,243807,1306860,PRJEB1254/ERR702251.unmapped_marked_adapters.bam,Astatotilapia 'Massoko small yellow',Riverine
